,id,direction
2877,LCAT39e,1.0
2878,LCAT42e,1.0
2879,LCAT43e,1.0
2880,BIOMASS_maintenance_noTrTr,1.0
2881,15KPROSTGF2c,0.0
2882,ADPOHc,0.0
2883,AND19ONEc,1.0
2884,DESAT14_9,1.0
2885,LCAT44e,1.0
2886,LCAT45e,1.0
2887,LCAT46e,1.0
2888,LCAT49e,1.0
2889,LCAT50e,1.0
2890,LCAT52e,1.0
2891,21HPRGNLONE,1.0
2892,HMCRNc,0.0
2893,LCAT10e,1.0
2894,LCAT11e,1.0
2895,CRNATBtc,1.0
2896,LCAT14e,1.0
2897,LCAT6e,1.0
2898,LCAT7e,1.0
2899,LCAT55e,1.0
2900,LCAT8e,1.0
2901,LCAT16e,1.0
2902,SMS10,1.0
2903,LCAT17e,1.0
2904,DHEASABCCte,1.0
2905,SMS11,1.0
2906,SMS12,1.0
2907,SMS13,1.0
2908,DOPAENT4tc,0.0
2909,SMS2,1.0
2910,MAGLINL_HSe,1.0
2911,SMS3,1.0
2912,SMS4,1.0
2913,SMS5,1.0
2914,SMS8,1.0
2915,XOLEST182CEH,1.0
2916,XOLEST226CEH,1.0
2917,LPS6e,1.0
2918,LPS7e,1.0
2919,PCHOLOLE_HSPLA2,1.0
2920,PEOLE_HSPLA2,1.0
2921,PCHOLPALME_HSPLA2,1.0
2922,PAILPALM_HSPLA2,1.0
2923,ESTRAABCtc,1.0
2924,PCHOL2LINL_HSPLA2,1.0
2925,PE2LINL_HSPLA2,1.0
2926,PCHOLN225_HSPLA2,1.0
2927,PCHOLN2254_HSPLA2,1.0
2928,PEAR_HSPLA2,1.0
2929,PCHOL2PALM_HSPLA2,1.0
2930,PCHOLAR_HSPLA2,1.0
2931,PCHOLN1836_HSPLA2,1.0
2932,PE203_HSPLA2,1.0
2933,PE226_HSPLA2,1.0
2934,PE224_HSPLA2,1.0
2935,PEDH12_HSPLA2,1.0
2936,PEDH13_HSPLA2,1.0
2937,PEDH15_HSPLA2,1.0
2938,PCHOLN203_HSPLA2,1.0
2939,ARACHETH,1.0
2940,BILIVERDt,0.0
2941,PCHOLN24_HSPLA2,1.0
2942,PCHOLN261_HSPLA2,1.0
2943,ESTRSABCtc,1.0
2944,PCHOLN281_HSPLA2,1.0
2945,C02356t,0.0
2946,PCHOLDOC_HSPLA2,1.0
2947,PCHOLDET_HSPLA2,1.0
2948,PCHOLHEP_HSPLA2,1.0
2949,PELINL_HSPLA2,1.0
2950,C02712te,0.0
2951,C02712tm,0.0
2952,FOLABCCte,1.0
2953,C03990tr,0.0
2954,FOLOAT2tc,0.0
2955,C03990tx,0.0
2956,C04483t2,0.0
2957,C04717ATP,1.0
2958,FACOAE160,1.0
2959,GPDDACHOL,1.0
2960,ACLYSHYc,0.0
2961,EX_3mtp_e,0.0
2962,ELAIDCRNte,0.0
2963,GLYC2P3Pc,0.0
2964,LNLCCRNNAt,0.0
2965,PHLACHt,0.0
2966,C04805td,0.0
2967,C05463t1,1.0
2968,C05463t2,0.0
2969,C05953t,0.0
2970,C06314t,0.0
2971,C06439t,0.0
2972,12HPETATP,1.0
2973,15HPETATP,1.0
2974,C11695td,0.0
2975,21HPRGNLONEt1,1.0
2976,C14768td,0.0
2977,2OXOADPt,0.0
2978,GABABGTtc,0.0
2979,3HPPNOHGLUCte,0.0
2980,GLUB0AT3tc,1.0
2981,3HPPt,0.0
2982,3MHISt1,0.0
2983,3MHISt2,0.0
2984,3MOXTYRt,0.0
2985,3UIBtd,0.0
2986,56DTHMt,0.0
2987,EX_C14769_e,0.0
2988,C14770ATP,1.0
2989,C14826ATP,1.0
2990,CE0328t,1.0
2991,56DURAtd,0.0
2992,7DHCHSTEROLtd,0.0
2993,CE1243ATP,1.0
2994,GLYB0AT3tc,1.0
2995,CE1556td,0.0
2996,CE2028t,0.0
2997,ACGLUtd,0.0
2998,ACGLYte,0.0
2999,ACORNt,0.0
3000,NRVNCt,0.0
3001,CE4843td,0.0
3002,ACTHRtc,0.0
3003,CE6247t,1.0
3004,H2OGLYAQPt,0.0
3005,CE7083t,1.0
3006,ACTHRte,0.0
3007,AND19ONEt,0.0
3008,CE7172ATP,1.0
3009,ILEB0AT3tc,1.0
3010,DOCOHEXETHc,1.0
3011,DOCTETETH,1.0
3012,LEUB0AT3tc,1.0
3013,DODECANACt,1.0
3014,DODECANACtd,0.0
3015,EX_56dthm_e,0.0
3016,EX_56dura_e,0.0
3017,EX_5HPET_e,0.0
3018,EX_acthr__L_e,0.0
3019,EX_adpoh_e,0.0
3020,EX_amet_e,0.0
3021,ELAIDCRNtd,0.0
3022,EX_15HPET_e,0.0
3023,EX_15kprostgf2_e,0.0
3024,EX_21hprgnlone_e,0.0
3025,EX_3hmp_e,0.0
3026,EX_3mhis_e,0.0
3027,EX_and19one_e,0.0
3028,EX_aracheth_e,0.0
3029,EX_C02356_e,0.0
3030,EX_C02712_e,0.0
3031,EX_C04717_e,0.0
3032,LGNCFATPtc,1.0
3033,EX_C05957_e,0.0
3034,METB0AT3tc,1.0
3035,EX_C06314_e,0.0
3036,EX_pcholet_hs_e,0.0
3037,EX_C14771_e,0.0
3038,NACSMCTte,0.0
3039,EX_CE1273_e,0.0
3040,EX_CE2176_e,0.0
3041,EX_pcholn201_hs_e,0.0
3042,EX_pcholn205_hs_e,0.0
3043,EX_pcholn226_hs_e,0.0
3044,EX_pcholn24_hs_e,0.0
3045,EX_eidi1114ac_e,0.0
3046,PGLYCABCte,1.0
3047,EX_CE6031_e,0.0
3048,EX_CE7082_e,0.0
3049,EX_pcholn261_hs_e,0.0
3050,EX_pcholpalm_hs_e,0.0
3051,EX_pe14_hs_e,0.0
3052,EX_pe15_hs_e,0.0
3053,EX_pe161_hs_e,0.0
3054,EX_pe203_hs_e,0.0
3055,EX_pe226_hs_e,0.0
3056,EX_CE7083_e,0.0
3057,EX_docohxeth_e,0.0
3058,EX_elaidcrn_e,0.0
3059,EX_HC00900_e,0.0
3060,EX_hexdiac_e,0.0
3061,EX_hgentis_e,0.0
3062,EX_leuktrB4wcooh_e,0.0
3063,EX_pe2linl_hs_e,0.0
3064,EX_pear_hs_e,0.0
3065,EX_pendecaeth_e,0.0
3066,EX_lineth_e,0.0
3067,PHEMEABCte,1.0
3068,EX_lnlccrn_e,0.0
3069,EX_Lpipecol_e,0.0
3070,EX_pepalm_hs_e,0.0
3071,EX_peste_hs_e,0.0
3072,EX_pmeth_e,0.0
3073,EX_lthstrl_e,0.0
3074,EX_maglinl_hs_e,0.0
3075,EX_sebacid_e,0.0
3076,EX_sphmyln180241_hs_e,0.0
3077,EX_magste_hs_e,0.0
3078,EX_mev__R_e,0.0
3079,EX_sphmyln18114_hs_e,0.0
3080,EX_sphmyln18115_hs_e,0.0
3081,EX_pailpalm_hs_e,0.0
3082,EX_pailste_hs_e,0.0
3083,EX_sphmyln18116_hs_e,0.0
3084,EX_pchol2linl_hs_e,0.0
3085,EX_pchol2ole_hs_e,0.0
3086,EX_pchol2palm_hs_e,0.0
3087,EX_pcholar_hs_e,0.0
3088,EX_sphmyln181181_hs_e,0.0
3089,EX_sphmyln18120_hs_e,0.0
3090,EX_sphmyln18121_hs_e,0.0
3091,EX_sphmyln18122_hs_e,0.0
3092,EX_sphmyln181221_hs_e,0.0
3093,EX_subeac_e,0.0
3094,GALTt,0.0
3095,EX_tetdeca511ac_e,0.0
3096,PPASMCT1,0.0
3097,EX_thrnt_e,0.0
3098,GLYC2Pte,0.0
3099,GLYCLTt,0.0
3100,HC00319t2,0.0
3101,HC00900t1,0.0
3102,EX_ttdcrn_e,0.0
3103,EX_txb2_e,0.0
3104,EX_wharachd_e,0.0
3105,HC00900t2,0.0
3106,HC00900t3,0.0
3107,EX_xolest181_hs_e,0.0
3108,PROPAT4te,0.0
3109,EX_xolest182_hs_e,0.0
3110,HC00900t4,0.0
3111,HEXDECEETH,1.0
3112,EX_xolest204_hs_e,0.0
3113,FORGLUt,0.0
3114,HEXDIACATP,1.0
3115,PYRSMCT1,0.0
3116,HGENTISt,0.0
3117,HMCRNt,0.0
3118,HXCOAx,0.0
3119,RETABCtc,1.0
3120,LCYSTt,0.0
3121,LEUKTRB4WCOOHt,1.0
3122,LEUKTRB4WOHt,1.0
3123,EX_achom__L_e,0.0
3124,PHACGLYt,0.0
3125,EX_phacgly_e,0.0
3126,ESTRIOLATP,1.0
3127,r1528,1.0
3128,EX_3moxtyr_e,0.0
3129,EX_alltn_e,0.0
3130,EX_glyc2p_e,0.0
3131,LEUKTRB4WOHtr,1.0
3132,LNLCCRNtd,0.0
3133,LPIPECOLt,0.0
3134,EX_glyclt_e,0.0
3135,SERB0AT3tc,1.0
3136,EX_oaa_e,0.0
3137,EX_phlac_e,0.0
3138,EX_ttdcea_e,0.0
3139,LTHSTRLABCt,1.0
3140,MI1Pt,0.0
3141,NWHARGtd,0.0
3142,TTDCEAt,0.0
3143,SRTNENT4tc,0.0
3144,7KLITCHOLc,1.0
3145,HC02197c,1.0
3146,HC02198c,1.0
3147,EX_alaargcys_e,0.0
3148,DCHOLESTANCOAc,1.0
3149,HC02195te,1.0
3150,HC02196te,1.0
3151,PEPALM,1.0
3152,PSERtr,0.0
3153,STEETH,1.0
3154,TETDECA511ACt,1.0
3155,TETDECAETH,1.0
3156,TXB2c,0.0
3157,TXB2t,1.0
3158,ACILEtm,0.0
3159,ACLEUm,1.0
3160,ACLEUtm,0.0
3161,EX_acleu__L_e,0.0
3162,HC02220te,1.0
3163,G3PD1irm,-1.0
3164,DM_k_c,1.0
3165,BZCOAFm,1.0
3166,BGLYFm,1.0
3167,PHACCOAGLYACm,0.0
3168,PHEACGLYsec,1.0
3169,ACHOMtm,0.0
3170,ACHOMte,0.0
3171,PCRESOLup,1.0
3172,EX_alaarggly_e,0.0
3173,EX_pheacgly_e,0.0
3174,EX_bz_e,0.0
3175,EX_alaglylys_e,0.0
3176,EX_pcresol_e,0.0
3177,EX_pcs_e,0.0
3178,NORMETEt,0.0
3179,EX_hisargser_e,0.0
3180,EX_hiscyscys_e,0.0
3181,EX_alahisala_e,0.0
3182,EX_hisglu_e,0.0
3183,C05300t,0.0
3184,RETINALt,0.0
3185,MALTTTRt,0.0
3186,1MNCAMt,0.0
3187,EX_hisglugln_e,0.0
3188,EX_hislysala_e,0.0
3189,EX_hislysglu_e,0.0
3190,EX_C05300_e,0.0
3191,EX_argalaala_e,0.0
3192,EX_retinal_e,0.0
3193,EX_1mncam_e,0.0
3194,EX_progly_e,0.0
3195,EX_dhbpt_e,0.0
3196,EX_hislysthr_e,0.0
3197,EX_hislysval_e,0.0
3198,EX_hismetgln_e,0.0
3199,EX_hisphearg_e,0.0
3200,EX_hisprolys_e,0.0
3201,EX_histrphis_e,0.0
3202,EX_ileargile_e,0.0
3203,EX_argalaphe_e,0.0
3204,EX_ileasp_e,0.0
3205,EX_ileprolys_e,0.0
3206,EX_prolyspro_e,0.0
3207,EX_prophe_e,0.0
3208,EX_argalathr_e,0.0
3209,EX_proproarg_e,0.0
3210,EX_propropro_e,0.0
3211,EX_leuasnasp_e,0.0
3212,EX_leuasplys_e,0.0
3213,EX_protrplys_e,0.0
3214,EX_provalgln_e,0.0
3215,EX_leuleutrp_e,0.0
3216,EX_argarg_e,0.0
3217,EX_leuproarg_e,0.0
3218,EX_leusertrp_e,0.0
3219,EX_serlyshis_e,0.0
3220,EX_thrglntyr_e,0.0
3221,EX_thrphearg_e,0.0
3222,EX_thrserarg_e,0.0
3223,EX_leutrp_e,0.0
3224,EX_thrthrarg_e,0.0
3225,EX_leuval_e,0.0
3226,EX_thrtyrmet_e,0.0
3227,EX_lysargleu_e,0.0
3228,EX_argarglys_e,0.0
3229,EX_lyscyshis_e,0.0
3230,EX_lysglnphe_e,0.0
3231,EX_lystrparg_e,0.0
3232,EX_lysvalphe_e,0.0
3233,EX_trpargala_e,0.0
3234,EX_trpglngln_e,0.0
3235,EX_trpglugly_e,0.0
3236,EX_trpglupro_e,0.0
3237,EX_trpglyleu_e,0.0
3238,EX_trpglyphe_e,0.0
3239,EX_trpilelys_e,0.0
3240,EX_trpiletrp_e,0.0
3241,EX_trpleuval_e,0.0
3242,EX_metglntyr_e,0.0
3243,EX_metphearg_e,0.0
3244,EX_pheasnmet_e,0.0
3245,EX_pheasp_e,0.0
3246,EX_pheleuasp_e,0.0
3247,EX_pheleuhis_e,0.0
3248,EX_trplys_e,0.0
3249,EX_trpmetval_e,0.0
3250,EX_trptyrgln_e,0.0
3251,EX_phelyspro_e,0.0
3252,EX_phephethr_e,0.0
3253,EX_pheproarg_e,0.0
3254,EX_trptyrtyr_e,0.0
3255,EX_phesertrp_e,0.0
3256,EX_tyrargser_e,0.0
3257,EX_argcysgly_e,0.0
3258,EX_tyrcysthr_e,0.0
3259,EX_tyrleuarg_e,0.0
3260,EX_tyrphetyr_e,0.0
3261,EX_tyrthr_e,0.0
3262,EX_tyrtrpphe_e,0.0
3263,EX_tyrtyr_e,0.0
3264,EX_tyrvalmet_e,0.0
3265,EX_valarggly_e,0.0
3266,EX_valhisasn_e,0.0
3267,EX_valphearg_e,0.0
3268,EX_valprotrp_e,0.0
3269,EX_valserarg_e,0.0
3270,EX_phetyrgln_e,0.0
3271,EX_phetyrlys_e,0.0
3272,EX_proargcys_e,0.0
3273,EX_proasncys_e,0.0
3274,EX_proglnpro_e,0.0
3275,EX_prohis_e,0.0
3276,EX_prohistyr_e,0.0
3277,ALAGLYLYSt,0.0
3278,ALALYSTHRt,0.0
3279,ARGALAALAt,0.0
3280,ARGALAPHEt,0.0
3281,ARGALATHRt,0.0
3282,ARGARGt,0.0
3283,ARGARGLYSt,0.0
3284,ARGARGMETt,0.0
3285,ARGCYSSERt,0.0
3286,ARGGLUPROt,0.0
3287,ARGHISTHRt,0.0
3288,ARGPROMETt,0.0
3289,ARGPROTHRt,0.0
3290,GLNPROGLUt,0.0
3291,GLNTRPGLUt,0.0
3292,GLNTYRLEUt,0.0
3293,GLUARGLEUt,0.0
3294,GLUASNLEUt,0.0
3295,GLUGLUt,0.0
3296,GLUILELYSt,0.0
3297,GLUMETt,0.0
3298,GLUMETHISt,0.0
3299,ASNASNARGt,0.0
3300,ASPALAARGt,0.0
3301,ASPASNGLUt,0.0
3302,ASPGLUPROt,0.0
3303,ASPGLUTRPt,0.0
3304,ASPHISCYSt,0.0
3305,ASPHISPROt,0.0
3306,ASPLYSGLUt,0.0
3307,ASPLYSHISt,0.0
3308,GLUTHRLYSt,0.0
3309,GLYVALHISt,0.0
3310,HISASPt,0.0
3311,HISGLNALAt,0.0
3312,HISGLYLYSt,0.0
3313,HISLYSALAt,0.0
3314,HISLYSILEt,0.0
3315,ASPMETASPt,0.0
3316,ASPPROLYSt,0.0
3317,ASPVALASNt,0.0
3318,CYSASNMETt,0.0
3319,HISLYSVALt,0.0
3320,EX_argglupro_e,0.0
3321,HISMETt,0.0
3322,CYSASPPHEt,0.0
3323,CYSGLUHISt,0.0
3324,CYSGLUTRPt,0.0
3325,CYSLEUTHRt,0.0
3326,EX_argglygly_e,0.0
3327,CYSSERMETt,0.0
3328,EX_argphearg_e,0.0
3329,ILEASNHISt,0.0
3330,ILEGLYARGt,0.0
3331,ILEPROLYSt,0.0
3332,ILESERARGt,0.0
3333,LEUASNASPt,0.0
3334,LEUASPLYSt,0.0
3335,LEUPROt,0.0
3336,GLNHISLYSt,0.0
3337,EX_argpromet_e,0.0
3338,LEUPROARGt,0.0
3339,LEUTRPt,0.0
3340,EX_argprothr_e,0.0
3341,LEUTRPARGt,0.0
3342,LEUVALt,0.0
3343,EX_argtyrval_e,0.0
3344,LYSARGLEUt,0.0
3345,EX_argvalcys_e,0.0
3346,SERTRPHISt,0.0
3347,LYSGLNPHEt,0.0
3348,EX_argvaltrp_e,0.0
3349,LYSGLUGLUt,0.0
3350,LYSLYSLYSt,0.0
3351,LYSTYRILEt,0.0
3352,THRHISHISt,0.0
3353,EX_asnasnarg_e,0.0
3354,THRILEARGt,0.0
3355,THRPHEARGt,0.0
3356,LYSVALPHEt,0.0
3357,METARGLEUt,0.0
3358,METGLNTYRt,0.0
3359,THRSERARGt,0.0
3360,THRTYRMETt,0.0
3361,TRPARGALAt,0.0
3362,METGLYARGt,0.0
3363,TRPASPASPt,0.0
3364,TRPGLNGLNt,0.0
3365,TRPGLUGLYt,0.0
3366,TRPGLULEUt,0.0
3367,TRPGLUTYRt,0.0
3368,METTRPPHEt,0.0
3369,PHEASNMETt,0.0
3370,PHEASPt,0.0
3371,PHELEUt,0.0
3372,PHELEUASPt,0.0
3373,PHELEUHISt,0.0
3374,TRPGLYPHEt,0.0
3375,TRPGLYVALt,0.0
3376,TRPILETRPt,0.0
3377,PHELYSALAt,0.0
3378,PHELYSPROt,0.0
3379,EX_asncyscys_e,0.0
3380,PHEPHEASNt,0.0
3381,PHEPHETHRt,0.0
3382,TRPLEUVALt,0.0
3383,TRPMETARGt,0.0
3384,TRPPHEt,0.0
3385,TRPPROLEUt,0.0
3386,TRPSERTYRt,0.0
3387,PHETHRLYSt,0.0
3388,PHETYRGLNt,0.0
3389,PROARGASPt,0.0
3390,PROASNCYSt,0.0
3391,TRPTHRILEt,0.0
3392,TRPTHRTYRt,0.0
3393,TRPTYRGLNt,0.0
3394,PROGLNPROt,0.0
3395,PROHISt,0.0
3396,PROHISTYRt,0.0
3397,PROLEUARGt,0.0
3398,PROLYSPROt,0.0
3399,TRPVALASPt,0.0
3400,TYRALAt,0.0
3401,TYRASPARGt,0.0
3402,TYRGLUt,0.0
3403,TYRLEUARGt,0.0
3404,TYRPHETYRt,0.0
3405,PROPROPROt,0.0
3406,PROTRPTHRt,0.0
3407,SERARGTRPt,0.0
3408,TYRVALMETt,0.0
3409,SERLYSHISt,0.0
3410,VALARGGLYt,0.0
3411,EX_asnpheasp_e,0.0
3412,VALHISASNt,0.0
3413,EX_asnphecys_e,0.0
3414,VALLYSTYRt,0.0
3415,EX_asntyrthr_e,0.0
3416,VALPROTRPt,0.0
3417,GLYLYSPHEr,0.0
3418,VALTRPPHEt,0.0
3419,EX_aspglu_e,0.0
3420,VALVALt,0.0
3421,ALAARGCYSr,0.0
3422,GLYTYRLYSr,0.0
3423,GLYVALHISr,0.0
3424,HISGLUr,0.0
3425,HISGLUGLNr,0.0
3426,HISHISLYSr,0.0
3427,ALAARGGLYr,0.0
3428,ALAASNLEUr,0.0
3429,ALAGLYLYSr,0.0
3430,ALAHISALAr,0.0
3431,ARGALAALAr,0.0
3432,ARGALATHRr,0.0
3433,HISLYSILEr,0.0
3434,HISLYSTHRr,0.0
3435,HISLYSVALr,0.0
3436,HISMETGLNr,0.0
3437,HISTRPHISr,0.0
3438,ILEARGILEr,0.0
3439,ILEGLNGLUr,0.0
3440,ILEGLYARGr,0.0
3441,ILEPROLYSr,0.0
3442,ILETRPTYRr,0.0
3443,ARGARGLYSr,0.0
3444,ARGARGMETr,0.0
3445,ARGLEUPHEr,0.0
3446,ARGPHEARGr,0.0
3447,LEUASPLYSr,0.0
3448,LEULEUTRPr,0.0
3449,ARGPROMETr,0.0
3450,LEUPROr,0.0
3451,LEUPROARGr,0.0
3452,ARGPROTHRr,0.0
3453,ARGVALCYSr,0.0
3454,EX_aspglupro_e,0.0
3455,ASNASNARGr,0.0
3456,ASPALAARGr,0.0
3457,LEUSERTRPr,0.0
3458,LEUTYRTYRr,0.0
3459,LYSCYSHISr,0.0
3460,LYSLYSLYSr,0.0
3461,ASPGLUPROr,0.0
3462,ASPGLUTRPr,0.0
3463,LYSTRPARGr,0.0
3464,LYSVALPHEr,0.0
3465,METASNTYRr,0.0
3466,METPHEARGr,0.0
3467,ASPHISCYSr,0.0
3468,ASPHISPROr,0.0
3469,ASPLYSGLUr,0.0
3470,ASPMETASPr,0.0
3471,ASPPROLYSr,0.0
3472,ASPVALASNr,0.0
3473,CYSASNMETr,0.0
3474,PHELEUr,0.0
3475,PHELEUASPr,0.0
3476,PHELEUHISr,0.0
3477,PHELYSALAr,0.0
3478,PHELYSPROr,0.0
3479,CYSASPPHEr,0.0
3480,CYSCYSr,0.0
3481,EX_asphiscys_e,0.0
3482,CYSGLUTRPr,0.0
3483,CYSLEUTHRr,0.0
3484,CYSSERMETr,0.0
3485,PHEPHETHRr,0.0
3486,PHEPROARGr,0.0
3487,PHESERTRPr,0.0
3488,PROARGCYSr,0.0
3489,CYSTYRASNr,0.0
3490,GLNASNGLNr,0.0
3491,PROGLNPROr,0.0
3492,GLNLYSLYSr,0.0
3493,PROHISr,0.0
3494,EX_aspvalasn_e,0.0
3495,PROHISTYRr,0.0
3496,PROLEUARGr,0.0
3497,GLNLYSTRPr,0.0
3498,GLUASNLEUr,0.0
3499,GLUGLUr,0.0
3500,GLUILELYSr,0.0
3501,GLULEUr,0.0
3502,GLUMETr,0.0
3503,GLUTHRLYSr,0.0
3504,PROLYSPROr,0.0
3505,PROPHEr,0.0
3506,PROPROARGr,0.0
3507,PROPROPROr,0.0
3508,PROTRPTHRr,0.0
3509,PROVALGLNr,0.0
3510,EX_cyssermet_e,0.0
3511,XOLEST226_HSte,0.0
3512,EX_cystyrasn_e,0.0
3513,PCHOLN281_HSte,0.0
3514,ACRNtr,0.0
3515,EX_glnasngln_e,0.0
3516,ODECRNtr,0.0
3517,PMTCRNtr,0.0
3518,XOLEST183tl,0.0
3519,SERCYSARGr,0.0
3520,SERGLYGLUr,0.0
3521,SERLYSHISr,0.0
3522,SERTRPHISr,0.0
3523,THRASNTYRr,0.0
3524,THRGLNTYRr,0.0
3525,THRILEARGr,0.0
3526,XOLEST205tl,0.0
3527,PHEACGLYtm,0.0
3528,HXAt1,0.0
3529,HXAt2,0.0
3530,THRMETARGr,0.0
3531,THRTYRMETr,0.0
3532,HXAt3,0.0
3533,EX_hxa_e,0.0
3534,TTDCEAc,1.0
3535,PACCOALm,1.0
3536,PACALDtm,0.0
3537,TRPALAPROr,0.0
3538,TRPGLUTYRr,0.0
3539,TRPGLYVALr,0.0
3540,TRPILETRPr,0.0
3541,TRPLEUVALr,0.0
3542,TRPLYSr,0.0
3543,TRPMETARGr,0.0
3544,BZtm,0.0
3545,TRPPHEr,0.0
3546,EX_glnhislys_e,0.0
3547,TRPPROVALr,0.0
3548,TRPSERTYRr,0.0
3549,TRPTHRILEr,0.0
3550,TRPTYRGLNr,0.0
3551,EX_glnproglu_e,0.0
3552,PA_HStm,0.0
3553,EX_gluargleu_e,0.0
3554,FldAct,1.0
3555,TYRALAr,0.0
3556,TYRARGSERr,0.0
3557,TYRCYSTHRr,0.0
3558,TYRGLUr,0.0
3559,MMALtm,0.0
3560,EX_gluasnleu_e,0.0
3561,PGPP_hsc,1.0
3562,CE2512te,0.0
3563,TYRTYRr,0.0
3564,TYRVALMETr,0.0
3565,VALLEUPHEr,0.0
3566,VALPROTRPr,0.0
3567,r2514m,0.0
3568,EX_gluthrlys_e,0.0
3569,VALTRPVALr,0.0
3570,EX_glutrpala_e,0.0
3571,TRPGLYASPr,0.0
3572,HOMOVALte,0.0
3573,XOLEST182_HSte,0.0
3574,XOLEST205_HSte,0.0
3575,FAS180,1.0
3576,5AOPt2,1.0
3577,ACNAMt2,1.0
3578,CORE5t,1.0
3579,EX_glyhisasn_e,0.0
3580,CORE8t,1.0
3581,ARGt5r,0.0
3582,EX_glylyscys_e,0.0
3583,CA2t,0.0
3584,MK7t,0.0
3585,MK9t,0.0
3586,SK_adprbp_c,1.0
3587,EX_glylysphe_e,0.0
3588,SK_bandmt_c,1.0
3589,STN_ANTIGENt,1.0
3590,EX_core4_e,0.0
3591,EX_core5_e,0.0
3592,SK_for_c,1.0
3593,EX_glyvalhis_e,0.0
3594,SK_mi1345p_c,1.0
3595,EX_dsT_antigen_e,0.0
3596,EX_f1a_e,0.0
3597,SK_mi134p_c,1.0
3598,SK_mi145p_c,1.0
3599,EX_galam_e,0.0
3600,DM_pchol_hs_c,1.0
3601,EX_gncore1_e,0.0
3602,ETHAt,0.0
3603,EX_mqn7_e,0.0
3604,SK_crvnc_c,0.0
3605,r2444,0.0
3606,LPAMt,0.0
3607,EX_acgal_e,0.0
3608,EX_acnam_e,0.0
3609,EX_pcreat_e,0.0
3610,EX_HC00342_e,0.0
3611,EX_CE2934_e,0.0
3612,DM_mqn10_c,1.0
3613,DM_mqn7_c,1.0
3614,DM_mqn8_c,1.0
3615,HCYSte,0.0
3616,PPPGO,1.0
3617,SPRMt2i,0.0
3618,THMMPtrbc,0.0
3619,THMtrbc,0.0
3620,UNK3,0.0
3621,ACNAMtr,1.0
3622,DM_mqn9_c,1.0
3623,GNCORE1t,0.0
3624,GNCORE2t,0.0
3625,3HMPtm,1.0
3626,SK_doco13ecoa_c,0.0
3627,ACGLUtm,0.0
3628,LPAMtm,0.0
3629,r2535m,0.0
3630,AMPTASECG,1.0
3631,ARGN,1.0
3632,CE2934t,0.0
3633,ASP1DC,1.0
3634,ESTR2r,1.0
3635,ASPTA,0.0
3636,SK_fad_c,0.0
3637,PGLYCtm,0.0
3638,SK_25hvitd2_c,0.0
3639,SK_9_cis_retfa_c,0.0
3640,SK_glygn2_c,0.0
3641,SK_HC02193_c,0.0
3642,BPNT,1.0
3643,SK_lnlc_c,0.0
3644,SK_HC02195_c,0.0
3645,SK_HC02197_c,0.0
3646,SK_HC02198_c,0.0
3647,SK_Tyr_ggn_c,0.0
3648,DM_avite1_c,0.0
3649,SK_btn_c,0.0
3650,SK_c226coa_c,0.0
3651,BUTt2r,0.0
3652,CPPPGO,1.0
3653,SK_lnlccoa_c,0.0
3654,CTPS1,1.0
3655,CTPS2,1.0
3656,SK_lnlncgcoa_c,0.0
3657,CYSTGL,1.0
3658,CYSTS,1.0
3659,FPGS7_1,1.0
3660,SK_nad_c,0.0
3661,SK_pmtcoa_c,0.0
3662,FTHFCL,1.0
3663,CYTDt2,0.0
3664,SK_pydx_c,0.0
3665,DHFR,0.0
3666,DHORTS,0.0
3667,SK_pydxn_c,0.0
3668,DHPR,1.0
3669,G5SADs,1.0
3670,SK_retinol_c,0.0
3671,DMATT,1.0
3672,SK_tag_hs_c,0.0
3673,DTMPK,1.0
3674,DURIPP,0.0
3675,SK_tchola_c,0.0
3676,DUTPDP,1.0
3677,SK_tdechola_c,0.0
3678,EX_acac_e,0.0
3679,GALUi,0.0
3680,EX_adn_e,0.0
3681,GK1,0.0
3682,SK_thf_c,0.0
3683,GLYLEUHYDROc,0.0
3684,GLYLEUPEPT1tc,1.0
3685,GLYPROPRO1c,0.0
3686,EX_asp__L_e,0.0
3687,EX_but_e,0.0
3688,EX_din_e,0.0
3689,EX_fe2_e,0.0
3690,EX_fe3_e,0.0
3691,EX_gal_e,0.0
3692,EX_glu__L_e,0.0
3693,EX_glyb_e,0.0
3694,EX_glyleu_e,0.0
3695,GRTT,1.0
3696,GUAPRT,1.0
3697,HCO3E,0.0
3698,EX_h2o_e,0.0
3699,EX_ins_e,0.0
3700,EX_k_e,0.0
3701,EX_lac__L_e,0.0
3702,H2Ot,0.0
3703,EX_leu__L_e,0.0
3704,SK_tmndnc_c,0.0
3705,EX_lys__L_e,0.0
3706,EX_mal__L_e,0.0
3707,EX_no2_e,0.0
3708,EX_o2_e,0.0
3709,HMBS,1.0
3710,IMPD,1.0
3711,LEUTA,0.0
3712,EX_orn_e,0.0
3713,EX_pi_e,0.0
3714,MAN1PT2,1.0
3715,SK_tmndnccoa_c,0.0
3716,EX_ribflv_e,0.0
3717,SK_vitd3_c,0.0
3718,EX_succ_e,0.0
3719,EX_thymd_e,0.0
3720,EX_urea_e,0.0
3721,EX_uri_e,0.0
3722,NDPK2,0.0
3723,NDPK4,0.0
3724,NDPK6,0.0
3725,UDPG4E,0.0
3726,NNATr,1.0
3727,DXTRNt,0.0
3728,O2t,0.0
3729,OMPDC,1.0
